date,sku_id,units_sold,revenue,unit_price,promo_flag,product_name,category,subcategory,launch_date,unit_cost,list_price,gross_margin_per_unit,year,month,quarter,week,day_of_week,is_weekend,season,holiday,is_holiday,promo_event,baseline_pred,units_lag_1,units_lag_7,units_lag_14,units_lag_28,units_roll_mean_7,units_roll_std_7,units_roll_mean_28,units_roll_std_28,is_promo,is_holiday_flag,is_weekend_flag,week_of_year
2024-12-31,SKU002,13,49473.97,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2024,12,Q4,1,Tuesday,0,Winter,No Holiday,0,No Promotion,12.0,9.0,2.0,9.0,9.0,9.0,4.242640687119284,8.785714285714286,3.403235310996083,0,0,0,1
2025-01-01,SKU002,5,19028.45,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,1,Wednesday,0,Winter,No Holiday,0,No Promotion,11.0,13.0,15.0,1.0,7.0,10.571428571428571,3.1014589500826273,8.928571428571429,3.4952726956463978,0,0,0,1
2025-01-02,SKU002,6,22834.14,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,1,Thursday,0,Winter,No Holiday,0,No Promotion,13.0,5.0,6.0,11.0,7.0,9.142857142857142,3.0237157840738167,8.857142857142858,3.5560515527059877,0,0,0,1
2025-01-03,SKU002,12,45668.28,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,1,Friday,0,Winter,No Holiday,0,No Promotion,12.0,6.0,8.0,8.0,9.0,9.142857142857142,3.0237157840738167,8.821428571428571,3.580332815365506,0,0,0,1
2025-01-04,SKU002,11,41862.59,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,1,Saturday,1,Winter,No Holiday,0,No Promotion,8.0,12.0,11.0,8.0,10.0,9.714285714285714,3.147183169877773,8.928571428571429,3.630412398047114,0,0,1,1
2025-01-05,SKU002,14,53279.66,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,1,Sunday,1,Winter,No Holiday,0,No Promotion,12.0,11.0,12.0,8.0,14.0,9.714285714285714,3.147183169877773,8.964285714285714,3.6462273029768126,0,0,1,1
2025-01-06,SKU002,11,41862.59,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,2,Monday,0,Winter,No Holiday,0,No Promotion,11.0,14.0,9.0,11.0,5.0,10.0,3.4641016151377553,8.964285714285714,3.6462273029768126,0,0,0,2
2025-01-07,SKU002,10,38056.9,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,2,Tuesday,0,Winter,No Holiday,0,No Promotion,9.0,11.0,13.0,2.0,10.0,10.285714285714286,3.4503277967117723,9.178571428571429,3.5803328153655043,0,0,0,2
2025-01-08,SKU002,9,34251.21,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,2,Wednesday,0,Winter,No Holiday,0,No Promotion,12.0,10.0,5.0,15.0,10.0,9.857142857142858,3.2366943748507486,9.178571428571429,3.5803328153655043,0,0,0,2
2025-01-09,SKU002,11,41862.59,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,2,Thursday,0,Winter,No Holiday,0,No Promotion,5.0,9.0,6.0,6.0,2.0,10.428571428571429,2.507132682112037,9.142857142857142,3.576821325374082,0,0,0,2
2025-01-10,SKU002,10,38056.9,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,2,Friday,0,Winter,No Holiday,0,No Promotion,7.0,11.0,12.0,8.0,10.0,11.142857142857142,1.573591584938892,9.464285714285714,3.305238746989871,0,0,0,2
2025-01-11,SKU002,4,15222.76,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,2,Saturday,1,Winter,No Holiday,0,No Promotion,9.0,10.0,11.0,11.0,11.0,10.857142857142858,1.5735915849388906,9.464285714285714,3.305238746989871,0,0,1,2
2025-01-12,SKU002,8,30445.52,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,2,Sunday,1,Winter,No Holiday,0,No Promotion,8.0,4.0,14.0,12.0,9.0,9.857142857142858,3.0237157840738176,9.214285714285714,3.446491966958125,0,0,1,2
2025-01-13,SKU002,14,53279.66,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,3,Monday,0,Winter,No Holiday,0,No Promotion,5.0,8.0,11.0,9.0,14.0,9.0,2.449489742783175,9.178571428571429,3.4539678892390113,0,0,0,3
2025-01-14,SKU002,13,49473.97,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,3,Tuesday,0,Winter,No Holiday,0,No Promotion,10.0,14.0,10.0,13.0,9.0,9.428571428571429,3.047247001100219,9.178571428571429,3.4539678892390113,0,0,0,3
2025-01-15,SKU002,11,41862.59,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,3,Wednesday,0,Winter,No Holiday,0,No Promotion,5.0,13.0,9.0,5.0,1.0,9.857142857142858,3.3380918415851206,9.321428571428571,3.5282308170544487,0,0,0,3
2025-01-16,SKU002,9,34251.21,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,3,Thursday,0,Winter,No Holiday,0,No Promotion,7.0,11.0,11.0,6.0,11.0,10.142857142857142,3.338091841585121,9.678571428571429,3.139398048323929,0,0,0,3
2025-01-17,SKU002,7,26639.83,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,3,Friday,0,Winter,No Holiday,0,No Promotion,12.0,9.0,10.0,12.0,8.0,9.857142857142858,3.3380918415851206,9.607142857142858,3.130959925152356,0,0,0,3
2025-01-18,SKU002,6,22834.14,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,3,Saturday,1,Winter,No Holiday,0,No Promotion,7.0,7.0,4.0,11.0,8.0,9.428571428571429,3.505098327538655,9.571428571428571,3.155577911836745,0,0,1,3
2025-01-19,SKU002,7,26639.83,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,3,Sunday,1,Winter,No Holiday,0,No Promotion,11.0,6.0,8.0,14.0,8.0,9.714285714285714,3.039423504234846,9.5,3.214550253664317,0,0,1,3
2025-01-20,SKU002,11,41862.59,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,4,Monday,0,Winter,No Holiday,0,No Promotion,10.0,7.0,14.0,11.0,11.0,9.571428571428571,3.1547394428670246,9.464285714285714,3.237307327109789,0,0,0,4
2025-01-21,SKU002,7,26639.83,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,4,Tuesday,0,Winter,No Holiday,0,No Promotion,9.0,11.0,13.0,10.0,2.0,9.142857142857142,2.609506430251475,9.464285714285714,3.237307327109789,0,0,0,4
2025-01-22,SKU002,8,30445.52,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,4,Wednesday,0,Winter,No Holiday,0,No Promotion,5.0,7.0,11.0,9.0,15.0,8.285714285714286,2.0586634591635438,9.642857142857142,2.934018678956492,0,0,0,4
2025-01-23,SKU002,6,22834.14,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,4,Thursday,0,Winter,No Holiday,0,No Promotion,10.0,8.0,9.0,11.0,6.0,7.857142857142857,1.6761634196950401,9.392857142857142,2.753304892431608,0,0,0,4
2025-01-24,SKU002,13,49473.97,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,4,Friday,0,Winter,No Holiday,0,No Promotion,6.0,6.0,7.0,10.0,8.0,7.428571428571429,1.7182493859684358,9.392857142857142,2.753304892431608,0,0,0,4
2025-01-25,SKU002,9,34251.21,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,4,Saturday,1,Winter,No Holiday,0,No Promotion,7.0,13.0,6.0,4.0,11.0,8.285714285714286,2.6903708365381913,9.571428571428571,2.8209345893997524,0,0,1,4
2025-01-26,SKU002,12,45668.28,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,4,Sunday,1,Winter,Republic Day,1,No Promotion,15.0,9.0,7.0,8.0,12.0,8.714285714285714,2.497617912751111,9.5,2.808716591058785,0,1,1,4
2025-01-27,SKU002,11,41862.59,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,5,Monday,0,Winter,No Holiday,0,No Promotion,7.0,12.0,11.0,14.0,9.0,9.428571428571429,2.6367367999823084,9.5,2.808716591058785,0,0,0,5
2025-01-28,SKU002,14,53279.66,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,5,Tuesday,0,Winter,No Holiday,0,No Promotion,9.0,11.0,7.0,13.0,13.0,9.428571428571429,2.6367367999823084,9.571428571428571,2.8209345893997524,0,0,0,5
2025-01-29,SKU002,12,45668.28,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,5,Wednesday,0,Winter,No Holiday,0,No Promotion,9.0,14.0,8.0,11.0,5.0,10.428571428571429,2.8784916685156987,9.607142857142858,2.8718207634451156,0,0,0,5
2025-01-30,SKU002,15,57085.35,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,5,Thursday,0,Winter,No Holiday,0,No Promotion,16.0,12.0,6.0,9.0,6.0,11.0,2.708012801545323,9.857142857142858,2.7583447225583666,0,0,0,5
2025-01-31,SKU002,11,41862.59,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,1,Q1,5,Friday,0,Winter,No Holiday,0,No Promotion,7.0,15.0,13.0,7.0,12.0,12.285714285714286,1.9760470401187167,10.178571428571429,2.816006779092364,0,0,0,5
2025-02-01,SKU002,11,41862.59,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,2,Q1,5,Saturday,1,Winter,No Holiday,0,No Promotion,9.0,11.0,9.0,6.0,11.0,12.0,2.000000000000008,10.142857142857142,2.798336618544632,0,0,1,5
2025-02-02,SKU002,11,41862.59,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,2,Q1,5,Sunday,1,Winter,No Holiday,0,No Promotion,11.0,11.0,12.0,7.0,14.0,12.285714285714286,1.6035674514745577,10.142857142857142,2.798336618544632,0,0,1,5
2025-02-03,SKU002,10,38056.9,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,2,Q1,6,Monday,0,Winter,No Holiday,0,No Promotion,6.0,11.0,11.0,11.0,11.0,12.142857142857142,1.6761634196950617,10.035714285714286,2.7009208698096883,0,0,0,6
2025-02-04,SKU002,7,26639.83,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,2,Q1,6,Tuesday,0,Winter,No Holiday,0,No Promotion,11.0,10.0,14.0,7.0,10.0,12.0,1.825741858350562,10.0,2.6943012562182496,0,0,0,6
2025-02-05,SKU002,7,26639.83,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,2,Q1,6,Wednesday,0,Winter,No Holiday,0,No Promotion,7.0,7.0,12.0,8.0,9.0,11.0,2.3804761428476175,9.892857142857142,2.753304892431605,0,0,0,6
2025-02-06,SKU002,11,41862.59,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,2,Q1,6,Thursday,0,Winter,No Holiday,0,No Promotion,11.0,7.0,15.0,6.0,11.0,10.285714285714286,2.7516228977511723,9.821428571428571,2.802823595201826,0,0,0,6
2025-02-07,SKU002,8,30445.52,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,2,Q1,6,Friday,0,Winter,No Holiday,0,No Promotion,7.0,11.0,11.0,13.0,10.0,9.714285714285714,1.8898223650461294,9.821428571428571,2.802823595201826,0,0,0,6
2025-02-08,SKU002,15,57085.35,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,2,Q1,6,Saturday,1,Winter,No Holiday,0,No Promotion,15.0,8.0,11.0,9.0,4.0,9.285714285714286,1.8898223650461268,9.75,2.8235123910162336,0,0,1,6
2025-02-09,SKU002,13,49473.97,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,2,Q1,6,Sunday,1,Winter,No Holiday,0,No Promotion,15.0,15.0,11.0,12.0,8.0,9.857142857142858,2.8535691936340215,10.142857142857142,2.7583447225583644,0,0,1,6
2025-02-10,SKU002,15,57085.35,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,2,Q1,7,Monday,0,Winter,No Holiday,0,No Promotion,13.0,13.0,10.0,11.0,14.0,10.142857142857142,3.078342163598851,10.321428571428571,2.7762694317504417,0,0,0,7
2025-02-11,SKU002,13,49473.97,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,2,Q1,7,Tuesday,0,Winter,No Holiday,0,No Promotion,8.0,15.0,7.0,14.0,13.0,10.857142857142858,3.5790395093549616,10.357142857142858,2.831231713560898,0,0,0,7
2025-02-12,SKU002,10,38056.9,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,2,Q1,7,Wednesday,0,Winter,No Holiday,0,No Promotion,9.0,13.0,7.0,12.0,11.0,11.714285714285714,3.1997023671109246,10.357142857142858,2.831231713560898,0,0,0,7
2025-02-13,SKU002,5,19028.45,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,2,Q1,7,Thursday,0,Winter,No Holiday,0,No Promotion,11.0,10.0,11.0,15.0,9.0,12.142857142857142,2.609506430251482,10.321428571428571,2.829128532599433,0,0,0,7
2025-02-14,SKU002,7,26639.83,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,2,Q1,7,Friday,0,Winter,No Holiday,0,No Promotion,10.0,5.0,8.0,11.0,7.0,11.285714285714286,3.7733400639347683,10.178571428571429,2.9944834641271916,0,0,0,7
2025-02-15,SKU002,7,26639.83,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,2,Q1,7,Saturday,1,Winter,No Holiday,0,No Promotion,8.0,7.0,15.0,11.0,6.0,11.142857142857142,3.933978962347216,10.178571428571429,2.9944834641271916,0,0,1,7
2025-02-16,SKU002,22,83725.18,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,2,Q1,7,Sunday,1,Winter,No Holiday,0,No Promotion,6.0,7.0,13.0,11.0,7.0,10.0,3.7859388972001793,10.214285714285714,2.948410027984856,0,0,1,7
2025-02-17,SKU002,9,34251.21,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,2,Q1,8,Monday,0,Winter,No Holiday,0,No Promotion,9.0,22.0,15.0,10.0,11.0,11.285714285714286,5.9080252119267325,10.75,3.6273140762011993,0,0,0,8
2025-02-18,SKU002,14,53279.66,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,2,Q1,8,Tuesday,0,Winter,No Holiday,0,No Promotion,7.0,9.0,13.0,7.0,7.0,10.428571428571429,5.711308748355985,10.678571428571429,3.6418714300792483,0,0,0,8
2025-02-19,SKU002,7,26639.83,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,2,Q1,8,Wednesday,0,Winter,No Holiday,0,No Promotion,12.0,14.0,10.0,7.0,8.0,10.571428571428571,5.798193478924933,10.928571428571429,3.620196141898952,0,0,0,8
2025-02-20,SKU002,14,53279.66,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,2,Q1,8,Thursday,0,Winter,No Holiday,0,No Promotion,8.0,7.0,5.0,11.0,6.0,10.142857142857142,5.956189257922422,10.892857142857142,3.6549234750491784,0,0,0,8
2025-02-21,SKU002,9,34251.21,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,2,Q1,8,Friday,0,Winter,No Holiday,0,No Promotion,8.0,14.0,7.0,8.0,13.0,11.428571428571429,5.623081683476387,11.178571428571429,3.5699732484584445,0,0,0,8
2025-02-22,SKU002,16,60891.04,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,2,Q1,8,Saturday,1,Winter,No Holiday,0,No Promotion,4.0,9.0,7.0,15.0,9.0,11.714285714285714,5.407226205560042,11.035714285714286,3.5744167393373387,0,0,1,8
2025-02-23,SKU002,13,49473.97,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,2,Q1,8,Sunday,1,Winter,No Holiday,0,No Promotion,16.0,16.0,22.0,13.0,12.0,13.0,5.163977794943228,11.285714285714286,3.6702723973704474,0,0,1,8
2025-02-24,SKU002,11,41862.59,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,2,Q1,9,Monday,0,Winter,No Holiday,0,No Promotion,8.0,13.0,9.0,15.0,11.0,11.714285714285714,3.3523268393901056,11.321428571428571,3.682325869545463,0,0,0,9
2025-02-25,SKU002,14,53279.66,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,2,Q1,9,Tuesday,0,Winter,No Holiday,0,No Promotion,8.0,11.0,14.0,13.0,14.0,12.0,3.162277660168383,11.321428571428571,3.682325869545463,0,0,0,9
2025-02-26,SKU002,8,30445.52,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,2,Q1,9,Wednesday,0,Winter,No Holiday,0,No Promotion,12.0,14.0,7.0,10.0,12.0,12.0,3.1622776601683826,11.321428571428571,3.682325869545463,0,0,0,9
2025-02-27,SKU002,7,26639.83,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,2,Q1,9,Thursday,0,Winter,No Holiday,0,No Promotion,8.0,8.0,14.0,5.0,15.0,12.142857142857142,2.911389784311009,11.178571428571429,3.732277344985783,0,0,0,9
2025-02-28,SKU002,12,45668.28,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,2,Q1,9,Friday,0,Winter,No Holiday,0,No Promotion,6.0,7.0,9.0,7.0,11.0,11.142857142857142,3.338091841585121,10.892857142857142,3.735111537967528,0,0,0,9
2025-03-01,SKU002,21,79919.49,3805.69,1,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,3,Q1,9,Saturday,1,Spring,No Holiday,0,Seasonal Promotion,13.0,12.0,16.0,7.0,11.0,11.571428571428571,3.2071349029490945,10.928571428571429,3.740950279636037,1,0,1,9
2025-03-02,SKU002,22,83725.18,3805.69,1,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,3,Q1,9,Sunday,1,Spring,No Holiday,0,Seasonal Promotion,19.0,21.0,13.0,22.0,11.0,12.285714285714286,4.60848079502294,11.285714285714286,4.197504927816948,1,0,1,9
2025-03-03,SKU002,14,53279.66,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,3,Q1,10,Monday,0,Spring,No Holiday,0,No Promotion,10.0,22.0,11.0,9.0,10.0,13.571428571428571,5.912053869204931,11.678571428571429,4.659149274027597,0,0,0,10
2025-03-04,SKU002,23,87530.87,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,3,Q1,10,Tuesday,0,Spring,No Holiday,0,No Promotion,7.0,14.0,14.0,14.0,7.0,14.0,5.802298395176408,11.821428571428571,4.66709181736828,0,0,0,10
2025-03-05,SKU002,13,49473.97,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,3,Q1,10,Wednesday,0,Spring,No Holiday,0,No Promotion,11.0,23.0,8.0,7.0,7.0,15.285714285714286,6.725927091345499,12.392857142857142,5.020987697686318,0,0,0,10
2025-03-06,SKU002,13,49473.97,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,3,Q1,10,Thursday,0,Spring,No Holiday,0,No Promotion,12.0,13.0,7.0,14.0,11.0,16.0,6.055300708194991,12.607142857142858,4.909094249370879,0,0,0,10
2025-03-07,SKU002,7,26639.83,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,3,Q1,10,Friday,0,Spring,No Holiday,0,No Promotion,7.0,13.0,12.0,9.0,8.0,16.857142857142858,4.879500364742677,12.678571428571429,4.899384477050984,0,0,0,10
2025-03-08,SKU002,14,53279.66,3805.69,1,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,3,Q1,10,Saturday,1,Spring,No Holiday,0,Seasonal Promotion,8.0,7.0,21.0,16.0,15.0,16.142857142857142,5.956189257922432,12.642857142857142,4.938242945243103,1,0,1,10
2025-03-09,SKU002,15,57085.35,3805.69,1,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,3,Q1,10,Sunday,1,Spring,No Holiday,0,Seasonal Promotion,14.0,14.0,22.0,13.0,13.0,15.142857142857142,5.580578567035609,12.607142857142858,4.9241602834751825,1,0,1,10
2025-03-10,SKU002,8,30445.52,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,3,Q1,11,Monday,0,Spring,No Holiday,0,No Promotion,12.0,15.0,14.0,11.0,15.0,14.142857142857142,4.705619740571605,12.678571428571429,4.944533617886786,0,0,0,11
2025-03-11,SKU002,8,30445.52,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,3,Q1,11,Tuesday,0,Spring,No Holiday,0,No Promotion,12.0,8.0,23.0,14.0,13.0,13.285714285714286,5.250850271282603,12.428571428571429,4.999470871473189,0,0,0,11
2025-03-12,SKU002,12,45668.28,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,3,Q1,11,Wednesday,0,Spring,No Holiday,0,No Promotion,14.0,8.0,13.0,8.0,10.0,11.142857142857142,3.338091841585115,12.25,5.067141790588244,0,0,0,11
2025-03-13,SKU002,11,41862.59,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,3,Q1,11,Thursday,0,Spring,No Holiday,0,No Promotion,14.0,12.0,13.0,7.0,5.0,11.0,3.2659863237108975,12.321428571428571,5.048311572738913,0,0,0,11
2025-03-14,SKU002,7,26639.83,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,3,Q1,11,Friday,0,Spring,No Holiday,0,No Promotion,15.0,11.0,7.0,12.0,7.0,10.714285714285714,3.1471831698777644,12.535714285714286,4.849453141045458,0,0,0,11
2025-03-15,SKU002,17,64696.73,3805.69,1,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,3,Q1,11,Saturday,1,Spring,No Holiday,0,Seasonal Promotion,19.0,7.0,14.0,21.0,7.0,10.714285714285714,3.1471831698777644,12.535714285714286,4.849453141045458,1,0,1,11
2025-03-16,SKU002,17,64696.73,3805.69,1,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,3,Q1,11,Sunday,1,Spring,No Holiday,0,Seasonal Promotion,17.0,17.0,15.0,22.0,22.0,11.142857142857142,3.8047589248453617,12.892857142857142,4.794590205439368,1,0,1,11
2025-03-17,SKU002,11,41862.59,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,3,Q1,12,Monday,0,Spring,No Holiday,0,No Promotion,8.0,17.0,8.0,14.0,9.0,11.428571428571429,4.197504927816951,12.714285714285714,4.528568924940461,0,0,0,12
2025-03-18,SKU002,13,49473.97,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,3,Q1,12,Tuesday,0,Spring,No Holiday,0,No Promotion,12.0,11.0,8.0,23.0,14.0,11.857142857142858,3.933978962347213,12.785714285714286,4.483361361805335,0,0,0,12
2025-03-19,SKU002,14,53279.66,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,3,Q1,12,Wednesday,0,Spring,No Holiday,0,No Promotion,18.0,13.0,12.0,13.0,7.0,12.571428571428571,3.552329886011097,12.75,4.477309046324163,0,0,0,12
2025-03-20,SKU002,9,34251.21,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,3,Q1,12,Thursday,0,Spring,No Holiday,0,No Promotion,8.0,14.0,11.0,13.0,14.0,12.857142857142858,3.5790395093549625,13.0,4.337604732431794,0,0,0,12
2025-03-21,SKU002,10,38056.9,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,3,Q1,12,Friday,0,Spring,No Holiday,0,No Promotion,6.0,9.0,7.0,7.0,9.0,12.571428571428571,3.823486317361109,12.821428571428571,4.397419878440251,0,0,0,12
2025-03-22,SKU002,14,53279.66,3805.69,1,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,3,Q1,12,Saturday,1,Spring,No Holiday,0,Seasonal Promotion,16.0,10.0,17.0,14.0,16.0,13.0,3.2145502536643193,12.857142857142858,4.369204400110732,1,0,1,12
2025-03-23,SKU002,10,38056.9,3805.69,1,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,3,Q1,12,Sunday,1,Spring,No Holiday,0,Seasonal Promotion,21.0,14.0,17.0,15.0,13.0,12.571428571428571,2.760262237369416,12.785714285714286,4.332112160043373,1,0,1,12
2025-03-24,SKU002,13,49473.97,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,3,Q1,13,Monday,0,Spring,No Holiday,0,No Promotion,15.0,10.0,11.0,8.0,11.0,11.571428571428571,2.0701966780270555,12.678571428571429,4.363600037927994,0,0,0,13
2025-03-25,SKU002,8,30445.52,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,3,Q1,13,Tuesday,0,Spring,No Holiday,0,No Promotion,16.0,13.0,13.0,8.0,14.0,11.857142857142858,2.1157009420498105,12.75,4.351457822981291,0,0,0,13
2025-03-26,SKU002,14,53279.66,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,3,Q1,13,Wednesday,0,Spring,No Holiday,0,No Promotion,14.0,8.0,14.0,12.0,8.0,11.142857142857142,2.4784787961282024,12.535714285714286,4.434562426592258,0,0,0,13
2025-03-27,SKU002,11,41862.59,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,2025,3,Q1,13,Thursday,0,Spring,No Holiday,0,No Promotion,11.0,14.0,9.0,11.0,7.0,11.142857142857142,2.4784787961282024,12.75,4.351457822981291,0,0,0,13
